word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
petrified,petrify,petrified,,petrify,petrify,inflected_form,petrified,,,ancient_ruins_memory,,turned into stone or fossilized,,stone;fossilized;turn,,,18,18,2,ItemSparse;JournalEncounterSection,petrified:18,6.9444,1.0,False,
scarabs,scarab,scarabs,,scarab,scarab,inflected_form,scarabs,,,ancient_ruins_memory,,a type of beetle or a symbol in World of Warcraft,,beetle;symbol;type,,,18,17,2,JournalEncounter;JournalEncounterSection,scarabs:18,6.9444,1.0,False,
fungus,fungu,fungus,,fungu,fungu,inflected_form,fungus,,,ancient_ruins_memory,,a type of plant that grows in damp or decaying matter,,mold;mushroom;spore,sanity;health,,16,16,2,ItemSparse;JournalEncounterSection,fungus:16,6.8332,0.8,False,
waterlogged,waterlogg,waterlogged,,waterlogg,waterlogg,inflected_form,waterlogged,,,ancient_ruins_memory,,saturated with water or moisture,,wet;moist;damp,dry;arid;desiccated,,16,16,2,ItemSparse;JournalEncounterSection,waterlogged:16,6.8332,0.7,True,low_confidence
ephemera,ephemera,ephemera,,ephemera,ephemera,base,ephemera,,,ancient_ruins_memory,,something that is transitory or fleeting,,transitory;fleeting;memory,permanent;lasting,,15,10,2,JournalEncounter;JournalEncounterSection,ephemera:15,6.7726,0.9,False,
halondrus,halondru,halondrus,,halondru,halondru,inflected_form,halondrus,,,ancient_ruins_memory,,a powerful being from the past,,powerful;past;being,weak;present,,15,6,2,JournalEncounter;JournalEncounterSection,halondrus:15,6.7726,0.8,False,
membrane,membrane,membrane,,membrane,membrane,base,membrane,,,ancient_ruins_memory,,a thin layer of tissue or material,,tissue;material;layer,,,14,14,2,ItemSparse;JournalEncounterSection,membrane:14,6.7081,0.8,False,
retains,retain,retains,,retain,retain,inflected_form,retains,,,ancient_ruins_memory,,to keep or hold onto something,,keep;hold;retain,,,14,14,2,ItemSparse;JournalEncounterSection,retains:14,6.7081,0.8,False,
stitchflesh,stitchflesh,stitchflesh,,stitchflesh,stitchflesh,base,stitchflesh,,,ancient_ruins_memory,,a surgeon who stitches flesh together,,,,,13,10,2,JournalEncounter;JournalEncounterSection,stitchflesh:13,6.6391,1.0,False,
korthian,korthian,korthian,,korthian,korthian,base,korthian,,,ancient_ruins_memory,,relating to the Korthians or their culture,,Korthian;culture;civilization,,,11,11,2,ItemNameDescription;ItemSparse,korthian:11,6.4849,0.9,False,
layers,layer,layers,,layer,layer,inflected_form,layers,,,ancient_ruins_memory,,a series of things or levels that are stacked or superimposed,,layer;level;stratum,,,11,10,2,ItemSparse;JournalEncounterSection,layers:11,6.4849,0.8,False,
reflections,reflection,reflections,,reflection,reflection,inflected_form,reflections,,,ancient_ruins_memory,,"thoughts or ideas that are reflected upon, often associated with memory and the past",,memory;past,,,11,10,2,ItemSparse;JournalEncounterSection,reflections:11,6.4849,0.3,True,low_confidence
sjonnir,sjonnir,sjonnir,,sjonnir,sjonnir,base,sjonnir,,,ancient_ruins_memory,,a type of ancient or forgotten being,,ancient;forgotten;being,,,11,11,2,JournalEncounter;JournalEncounterSection,sjonnir:11,6.4849,0.7,True,low_confidence
encase,encase,encase,,encase,encase,base,encase,,,ancient_ruins_memory,,to surround or cover something completely,,surround;cover;encompass,expose;reveal,,10,10,2,ItemSparse;JournalEncounterSection,encase:10,6.3979,0.9,False,
fumes,fume,fumes,,fume,fume,inflected_form,fumes,,,ancient_ruins_memory,,a strong or unpleasant smell,,smell;strong;unpleasant,fragrant;pleasant,,10,10,2,ItemSparse;JournalEncounterSection,fumes:10,6.3979,0.9,False,
lump,lump,lump,,lump,lump,base,lump,,,ancient_ruins_memory,,"a small, rounded mass of something, such as a rock or a piece of metal",,clod;mass;heap,,,10,10,2,ItemSparse;JournalEncounterSection,lump:10,6.3979,0.5,True,low_confidence
retain,retain,retain,,retain,retain,base,retain,,,ancient_ruins_memory,,"to keep or hold onto something, often in a state of preservation or conservation",,keep;hold;preserve,,,10,10,2,ItemSparse;JournalEncounterSection,retain:10,6.3979,0.5,True,low_confidence
copied,copy,copied,,copy,copy,inflected_form,copied,,,ancient_ruins_memory,,made or done in imitation of something else,,,,,9,7,2,ItemSparse;JournalEncounterSection,copied:9,6.3026,1.0,False,
crumpled,crumpl,crumpled,,crumpl,crumpl,inflected_form,crumpled,,,ancient_ruins_memory,,folded or creased in a way that is not smooth,,,,,9,9,2,ItemSparse;JournalEncounter,crumpled:9,6.3026,1.0,False,
crystalized,crystaliz,crystalized,,crystaliz,crystaliz,inflected_form,crystalized,,,ancient_ruins_memory,,formed or changed into a crystal-like state,,,,,9,9,2,ItemSparse;JournalEncounterSection,crystalized:9,6.3026,1.0,False,
emptiness,emptiness,emptiness,,emptiness,emptiness,base,emptiness,,,ancient_ruins_memory,,a state of being empty or vacant,,empty;vacant;hollow,,,9,9,2,ItemSparse;JournalEncounterSection,emptiness:9,6.3026,0.8,False,
historical,historical,historical,,historical,historical,base,historical,,,ancient_ruins_memory,,"relating to or describing the past, especially in a way that is based on evidence and research",,past;evidence;research,,,9,9,2,ItemSparse;JournalEncounter,historical:9,6.3026,1.0,False,
i'pa,i'pa,i'pa,,i'pa,i'pa,base,i'pa,,,ancient_ruins_memory,,a type of mead elemental in World of Warcraft,,mead;elemental;creature,,,9,6,2,JournalEncounter;JournalEncounterSection,i'pa:9,6.3026,1.0,False,
reformed,reform,reformed,,reform,reform,inflected_form,reformed,,,ancient_ruins_memory,,"changed or improved, often in a moral or spiritual sense",,,,,9,9,2,ItemSparse;JournalEncounterSection,reformed:9,6.3026,1.0,False,
circles,circle,circles,,circle,circle,inflected_form,circles,,,ancient_ruins_memory,,round shapes or rings,,round;ring,,,8,8,2,ItemSparse;JournalEncounterSection,circles:8,6.1972,0.7,True,low_confidence
cubes,cube,cubes,,cube,cube,inflected_form,cubes,,,ancient_ruins_memory,,three-dimensional shapes with six square faces,,shape;square,,,8,6,2,ItemSparse;JournalEncounterSection,cubes:8,6.1972,0.5,True,low_confidence
fabled,fabl,fabled,,fabl,fabl,inflected_form,fabled,,,ancient_ruins_memory,,"well-known or famous, often in a mythical or legendary sense",,legendary;mythical;famous,unknown;obscure;unheard-of,,8,8,2,ItemSparse;JournalEncounter,fabled:8,6.1972,0.7,True,low_confidence
tainted,taint,tainted,,taint,taint,inflected_form,tainted,,,corruption_defilement_curse,,"contaminated or polluted, morally corrupted",,defiled;desecrated;profane,hallowed;consecrated;sanctified,,53,49,3,ItemSparse;JournalEncounter;JournalEncounterSection,tainted:53,119.989,0.8,False,
desecrated,desecrate,desecrated,,desecrate,desecrate,inflected_form,desecrated,,,corruption_defilement_curse,,"made or considered unclean, polluted",,defiled;tainted;profane,hallowed;consecrated;sanctified,,18,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,desecrated:18,118.9444,0.8,False,
defiled,defile,defiled,,defile,defile,related_concept,defiled,,,corruption_defilement_curse,,"made or considered unclean, polluted",,tainted;desecrated;profane,hallowed;consecrated;sanctified,,11,10,3,BroadcastText;ItemSparse;JournalEncounterSection,defiled:11,118.4849,0.8,False,
sundered,sunder,sundered,,sunder,sunder,inflected_form,sundered,,,corruption_defilement_curse,,"broken or separated, torn apart",,defiled;desecrated;tainted,hallowed;consecrated;sanctified,,15,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,sundered:15,90.7726,0.8,False,
blighted,blight,blighted,,blight,blight,inflected_form,blighted,,,corruption_defilement_curse,,"affected or damaged by a curse, plague, or other negative force",,tainted;defiled;desecrated,hallowed;consecrated;sanctified,,4,4,3,BroadcastText;ItemSparse;JournalEncounterSection,blighted:4,87.6094,0.8,False,
tarnished,tarnish,tarnished,,tarnish,tarnish,inflected_form,tarnished,,,corruption_defilement_curse,,covered in a layer of corrosion or grime,,weathered;withered,,,10,10,1,ItemSparse,tarnished:10,84.3979,0.9,False,
corrupted,corrupt,corrupted,,corrupt,corrupt,related_concept,corrupted,,,corruption_defilement_curse,,tainted or influenced by evil or dark forces,,defiled;tainted,,,190,176,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,corrupted:190,45.2523,0.9,False,
relic,relic,relic,,relic,relic,base,relic,,,corruption_defilement_curse,,an object or place that is considered sacred or of great importance,,treasured;sacred;important,profane;unholy,,97,92,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,relic:97,44.585,0.9,False,
sealed,seal,sealed,,seal,seal,inflected_form,sealed,,,corruption_defilement_curse,,"closed or locked, often to keep something inside or out",,locked;closed;barred,unsealed;open,,84,84,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,sealed:84,44.4427,0.7,True,low_confidence
awakened,awaken,awakened,,awaken,awaken,inflected_form,awakened,,,corruption_defilement_curse,,"made aware or conscious of something, often in a sudden or dramatic way",,aware;conscious;alert,asleep;unconscious,,79,70,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,awakened:79,44.382,0.4,True,low_confidence
twisted,twist,twisted,,twist,twist,inflected_form,twisted,,,corruption_defilement_curse,,having been distorted or corrupted in some way,,distorted;corrupted;perverted,straight;normal,,143,133,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,twisted:143,42.9698,0.2,True,low_confidence
shattered,shatter,shattered,,shatter,shatter,inflected_form,shattered,,,corruption_defilement_curse,,having been broken or destroyed in some way,,broken;destroyed;ruined,intact;whole,,104,102,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,shattered:104,42.654,0.1,True,low_confidence
cursed,curs,cursed,,curs,curs,inflected_form,cursed,,,corruption_defilement_curse,,placed under a magical or supernatural penalty,,hexed;afflicted,,,58,56,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,cursed:58,42.0775,1.0,False,
stained,stain,stained,,stain,stain,inflected_form,stained,,,corruption_defilement_curse,,tainted or polluted by something unpleasant or unclean,,hexed;afflicted,,,46,46,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,stained:46,41.8501,1.0,False,
vile,vile,vile,,vile,vile,base,vile,,,corruption_defilement_curse,,morally repugnant or disgusting,,hexed;afflicted,,,46,46,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,vile:46,41.8501,1.0,False,
afflicted,afflict,afflicted,,afflict,afflict,inflected_form,afflicted,,,corruption_defilement_curse,,"suffering from a disease or injury, typically one that is serious or chronic",,ill;sick;injured,,,276,243,3,ItemSparse;JournalEncounter;JournalEncounterSection,afflicted:276,41.624,1.0,False,
decaying,decay,decaying,,decay,decay,inflected_form,decaying,,,corruption_defilement_curse,,"rotting or falling apart, typically due to age or disease",,rotten;moldy;fungal,,,31,29,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,decaying:31,41.4657,1.0,False,
warped,warp,warped,,warp,warp,inflected_form,warped,,,corruption_defilement_curse,,"twisted or distorted, especially in a way that is considered abnormal or unnatural",,twisted;distorted;deformed,straight;normal;natural,,16,16,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,warped:16,40.8332,0.7,True,low_confidence
fractured,fractur,fractured,,fractur,fractur,inflected_form,fractured,,,corruption_defilement_curse,,"broken or split, especially in a way that is considered incomplete or imperfect",,broken;split;shattered,whole;intact;complete,,119,115,3,BroadcastText;ItemSparse;JournalEncounterSection,fractured:119,40.7875,0.8,False,
searing,sear,searing,,sear,sear,inflected_form,searing,,,corruption_defilement_curse,,causing intense heat or pain,,blazing;scorching;fiery,cooling;soothing;chilling,,107,103,3,ItemSparse;JournalEncounter;JournalEncounterSection,searing:107,40.6821,0.8,False,
plagued,plague,plagued,,plague,plague,inflected_form,plagued,,,corruption_defilement_curse,,affected or troubled by a problem or difficulty,,afflicted;tormented;distressed,blessed;protected;untroubled,,11,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,plagued:11,40.4849,0.9,False,
smoldering,smolder,smoldering,,smolder,smolder,inflected_form,smoldering,,,corruption_defilement_curse,,"burning or glowing with a low, steady flame, often in a way that is considered smoky or unpleasant",,glowing;smoking;flickering,extinguished;dormant;inactive,,39,37,3,ItemSparse;JournalEncounter;JournalEncounterSection,smoldering:39,39.6889,0.8,False,
contaminated,contaminate,contaminated,,contaminate,contaminate,inflected_form,contaminated,,,corruption_defilement_curse,,made impure or polluted by something unwanted,,polluted;tainted;defiled,,,15,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,contaminated:15,38.7726,1.0,False,
malignant,malignant,malignant,,malignant,malignant,base,malignant,,,corruption_defilement_curse,,"causing or showing harm or evil, especially in a way that is intentional or deliberate",,harmful;detrimental;pernicious,,,9,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,malignant:9,38.3026,1.0,False,
rotting,rott,rotting,,rott,rott,inflected_form,rotting,,,corruption_defilement_curse,,"decaying or breaking down, especially because of age or wear",,decaying;putrid;foul,,,9,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,rotting:9,38.3026,1.0,False,
marred,marr,marred,,marr,marr,inflected_form,marred,,,corruption_defilement_curse,,"damaged or disfigured, often in a way that is unpleasant to look at",,damage;disfigure;unpleasant,beautiful;attractive,,3,3,2,ItemSparse;JournalEncounter,marred:3,35.3863,0.8,False,
all-consuming,all-consum,all-consuming,,all-consum,all-consum,compound,all-consuming,,all-consuming,corruption_defilement_curse,,"All-consuming rage, corruption and curse",,malignant chaos;rage,,,3,3,3,ItemSparse;JournalEncounter;JournalEncounterSection,all-consuming:3,32.3863,1.0,False,
all-devouring,all-devour,all-devouring,,all-devour,all-devour,compound,all-devouring,,all-devouring,corruption_defilement_curse,,"All-Devouring, corruption and curse",,new;opponent,,,8,8,2,BroadcastText;JournalEncounter,all-devouring:8,31.1972,1.0,False,
anti-magic,anti-magic,anti-magic,,anti-magic,anti-magic,compound,anti-magic,,anti-magic,corruption_defilement_curse,,a type of magic that opposes other magic,,magic;oppose;curse,,,5,5,2,ItemNameDescription;JournalEncounterSection,anti-magic:5,30.7918,0.7,True,low_confidence
fel-infused,fel-infus,fel-infused,,fel-infus,fel-infus,compound,fel-infused,,fel-infused,corruption_defilement_curse,,contaminated with dark magic,,dark;magic;contaminate,,,5,5,2,ItemSparse;JournalEncounterSection,fel-infused:5,30.7918,0.8,False,
fel-powered,fel-power,fel-powered,,fel-power,fel-power,compound,fel-powered,,fel-powered,corruption_defilement_curse,,powered or energized by dark magic,,dark;magic;energy,,,4,4,2,ItemSparse;JournalEncounterSection,fel-powered:4,30.6094,0.9,False,
one-by-one,one-by-one,one-by-one,,one-by-one,one-by-one,compound,one-by-one,,one-by-one,corruption_defilement_curse,,"step by step, one at a time",,slowly;gradually,all-at-once,,3,3,2,ItemSparse;JournalEncounter,one-by-one:3,30.3863,0.8,False,
void-infused,void-infus,void-infused,,void-infus,void-infus,compound,void-infused,,void-infused,corruption_defilement_curse,,"contaminated, tainted by void energy",,tainted;polluted,pure;clean,,3,3,2,ItemSparse;JournalEncounter,void-infused:3,30.3863,0.7,True,low_confidence
sin-stained,sin-stain,sin-stained,,sin-stain,sin-stain,compound,sin-stained,,sin-stained,corruption_defilement_curse,,"tainted, stained by sin or evil",,stained;tainted,pure;clean,,2,2,2,JournalEncounter;JournalEncounterSection,sin-stained:2,30.0986,0.7,True,low_confidence
super-charged,super-charg,super-charged,,super-charg,super-charg,compound,super-charged,,super-charged,corruption_defilement_curse,,having a lot of energy or power,,charged;energized;powered,drained;exhausted;weakened,,2,2,2,ItemSparse;JournalEncounter,super-charged:2,30.0986,0.8,False,
whip-like,whip-like,whip-like,,whip-like,whip-like,compound,whip-like,,whip-like,corruption_defilement_curse,,like a whip in shape or movement,,tentacle;cord;plasma,soft;gentle;delicate,,2,2,2,ItemSparse;JournalEncounterSection,whip-like:2,30.0986,0.6,True,low_confidence
bile-o-tron,bile-o-tron,bile-o-tron,,bile-o-tron,bile-o-tron,compound,bile-o-tron,,bile-o-tron,corruption_defilement_curse,,a device or machine that produces bile or a similar substance,,device;machine;apparatus,healthy;wholesome;pure,,8,6,1,JournalEncounterSection,bile-o-tron:8,29.1972,0.7,True,low_confidence
poison-tipped,poison-tipp,poison-tipped,,poison-tipp,poison-tipp,compound,poison-tipped,,poison-tipped,corruption_defilement_curse,,having a tip or point that is poisonous,,poison;tip;point,safe;harmless,,6,6,1,JournalEncounterSection,poison-tipped:6,28.9459,0.9,False,
fel-afflicted,fel-afflict,fel-afflicted,,fel-afflict,fel-afflict,compound,fel-afflicted,,fel-afflicted,corruption_defilement_curse,,something that has been afflicted or affected by fel energy,,afflicted;affected;fel,healthy;whole,,5,5,1,JournalEncounterSection,fel-afflicted:5,28.7918,0.9,False,
oddly-shaped,oddly-shap,oddly-shaped,,oddly-shap,oddly-shap,compound,oddly-shaped,,oddly-shaped,corruption_defilement_curse,,having an unusual or irregular shape,,,,,4,4,1,ItemSparse,oddly-shaped:4,28.6094,0.7,True,low_confidence
anti-venom,anti-venom,anti-venom,,anti-venom,anti-venom,compound,anti-venom,,anti-venom,corruption_defilement_curse,,a medicine or treatment used to counteract poison,,,,,3,3,1,ItemSparse,anti-venom:3,28.3863,0.9,False,
damage-over-time,damage-over-time,damage-over-time,,damage-over-time,damage-over-time,compound,damage-over-time,,damage-over-time,corruption_defilement_curse,,a type of damage that increases over time,,,,,3,3,1,JournalEncounterSection,damage-over-time:3,28.3863,0.9,False,
flesh-eaters,flesh-eater,flesh-eaters,,flesh-eater,flesh-eater,compound,flesh-eaters,,flesh-eaters,corruption_defilement_curse,,creatures that consume flesh,,undead;ghoul;corpse,sacred;holy,,3,2,1,JournalEncounterSection,flesh-eaters:3,28.3863,0.9,False,
anti-demon,anti-demon,anti-demon,,anti-demon,anti-demon,compound,anti-demon,,anti-demon,corruption_defilement_curse,,opposed to or resistant to demonic influence,,demonic;devilish;diabolical,pro-demon;demon-friendly; devil-worshipping,,2,2,1,ItemSparse,anti-demon:2,28.0986,0.9,False,
anti-hexxor,anti-hexxor,anti-hexxor,,anti-hexxor,anti-hexxor,compound,anti-hexxor,,anti-hexxor,corruption_defilement_curse,,opposed to or resistant to hexing or cursing,,hex;curse;spell,pro-hex;hex-friendly; curse-worshipping,,2,2,1,ItemSparse,anti-hexxor:2,28.0986,0.8,False,
blood-bound,blood-bound,blood-bound,,blood-bound,blood-bound,compound,blood-bound,,blood-bound,corruption_defilement_curse,,bound by blood or cursed with blood,,tainted;cursed;hexed,pure;untainted;blessed,,2,2,1,BroadcastText,blood-bound:2,28.0986,0.8,False,
fel-corrupted,fel-corrupt,fel-corrupted,,fel-corrupt,fel-corrupt,compound,fel-corrupted,,fel-corrupted,corruption_defilement_curse,,something that has been corrupted or tainted by fel energy,,corrupt;taint;defile,pure;untainted;blessed,,2,2,1,ItemSparse,fel-corrupted:2,28.0986,0.8,False,
fel-singed,fel-sing,fel-singed,,fel-sing,fel-sing,compound,fel-singed,,fel-singed,corruption_defilement_curse,,something that has been singed or burned by fel energy,,singe;burn;scorch,untouched;unharmed;unaffected,,2,2,1,JournalEncounterSection,fel-singed:2,28.0986,0.9,False,
fel-touched,fel-touch,fel-touched,,fel-touch,fel-touch,compound,fel-touched,,fel-touched,corruption_defilement_curse,,something that has been touched or influenced by fel energy,,touch;influence;affect,untouched;unharmed;unaffected,,2,2,1,ItemSparse,fel-touched:2,28.0986,0.8,False,
felfire-imbued,felfire-imbue,felfire-imbued,,felfire-imbue,felfire-imbue,compound,felfire-imbued,,felfire-imbued,corruption_defilement_curse,,something that has been imbued or infused with felfire energy,,imbue;infuse;enchant,untainted;unharmed;unaffected,,2,2,1,JournalEncounterSection,felfire-imbued:2,28.0986,0.9,False,
fire-afflicted,fire-afflict,fire-afflicted,,fire-afflict,fire-afflict,compound,fire-afflicted,,fire-afflicted,corruption_defilement_curse,,infected or damaged by fire,,afflicted;damaged,unaffected;untouched,,2,2,1,JournalEncounterSection,fire-afflicted:2,28.0986,0.7,True,low_confidence
flesh-eater,flesh-eater,flesh-eater,,flesh-eater,flesh-eater,compound,flesh-eater,,flesh-eater,corruption_defilement_curse,,an animal that eats flesh,,eater;consumer,non-eater;non-consumer,,2,2,1,JournalEncounterSection,flesh-eater:2,28.0986,0.7,True,low_confidence
flesh-shapers,flesh-shaper,flesh-shapers,,flesh-shaper,flesh-shaper,compound,flesh-shapers,,flesh-shapers,corruption_defilement_curse,,beings that shape or mold flesh,,shaper;molder,non-shaper;non-molder,,2,2,1,JournalEncounter,flesh-shapers:2,28.0986,0.6,True,low_confidence
flesh-shaping,flesh-shap,flesh-shaping,,flesh-shap,flesh-shap,compound,flesh-shaping,,flesh-shaping,corruption_defilement_curse,,the act of shaping or molding flesh,,shaping;molding,non-shaping;non-molding,,2,2,1,JournalEncounter,flesh-shaping:2,28.0986,0.7,True,low_confidence
gravi-gunk,gravi-gunk,gravi-gunk,,gravi-gunk,gravi-gunk,compound,gravi-gunk,,gravi-gunk,corruption_defilement_curse,,"a mysterious or unknown substance, possibly related to gravity or corruption",,mysterious;unknown,known;familiar,,2,2,1,JournalEncounterSection,gravi-gunk:2,28.0986,0.4,True,low_confidence
half-life,half-life,half-life,,half-life,half-life,compound,half-life,,half-life,corruption_defilement_curse,,the period of time during which a radioactive substance remains potent or effective,,life;radioactive,long-lived;stable,,2,2,1,ItemSparse,half-life:2,28.0986,0.7,True,low_confidence
heat-resistant,heat-resistant,heat-resistant,,heat-resistant,heat-resistant,compound,heat-resistant,,heat-resistant,corruption_defilement_curse,,resistant to heat,,,,,2,2,1,ItemSparse,heat-resistant:2,28.0986,0.8,False,
heavily-mutated,heavily-mutate,heavily-mutated,,heavily-mutate,heavily-mutate,compound,heavily-mutated,,heavily-mutated,corruption_defilement_curse,,greatly changed or altered,,,,,2,2,1,JournalEncounterSection,heavily-mutated:2,28.0986,0.8,False,
highly-volatile,highly-volatile,highly-volatile,,highly-volatile,highly-volatile,compound,highly-volatile,,highly-volatile,corruption_defilement_curse,,likely to change or explode suddenly,,,,,2,2,1,ItemSparse,highly-volatile:2,28.0986,0.8,False,
hyper-injection,hyper-injection,hyper-injection,,hyper-injection,hyper-injection,compound,hyper-injection,,hyper-injection,corruption_defilement_curse,,a sudden or extreme injection of energy,,,,,2,2,1,ItemSparse,hyper-injection:2,28.0986,0.8,False,
low-pressure,low-pressure,low-pressure,,low-pressure,low-pressure,compound,low-pressure,,low-pressure,corruption_defilement_curse,,having a low level of pressure or force,,,,,2,2,1,ItemSparse,low-pressure:2,28.0986,0.8,False,
poison-drenched,poison-drench,poison-drenched,,poison-drench,poison-drench,compound,poison-drenched,,poison-drenched,corruption_defilement_curse,,"covered or saturated with poison, often used to describe objects or substances",,poison;object;substance,,,2,2,1,JournalEncounterSection,poison-drenched:2,28.0986,0.8,False,
poison-soaked,poison-soak,poison-soaked,,poison-soak,poison-soak,compound,poison-soaked,,poison-soaked,corruption_defilement_curse,,"covered or saturated with poison, often used to describe objects or substances",,poison;object;substance,,,2,2,1,JournalEncounterSection,poison-soaked:2,28.0986,0.7,True,low_confidence
re-energize,re-energize,re-energize,,re-energize,re-energize,compound,re-energize,,re-energize,corruption_defilement_curse,,to give energy again,,energy;power;revive,drain;exhaust;weaken,,2,2,1,JournalEncounterSection,re-energize:2,28.0986,0.8,False,
sha-corrupted,sha-corrupt,sha-corrupted,,sha-corrupt,sha-corrupt,compound,sha-corrupted,,sha-corrupted,corruption_defilement_curse,,corrupted by the Sha,,corrupt;taint;pollute,pure;clean;untainted,,2,2,1,JournalEncounterSection,sha-corrupted:2,28.0986,0.8,False,
thermo-accelerated,thermo-accelerate,thermo-accelerated,,thermo-accelerate,thermo-accelerate,compound,thermo-accelerated,,thermo-accelerated,corruption_defilement_curse,,accelerated by heat or thermal energy,,plague;spreader;disease,slow;inefficient,,2,2,1,ItemSparse,thermo-accelerated:2,28.0986,0.9,False,
venom-crazed,venom-craz,venom-crazed,,venom-craz,venom-craz,compound,venom-crazed,,venom-crazed,corruption_defilement_curse,,crazed or driven mad by venom,,toxic;gas;poison,sane;healthy,,2,2,1,JournalEncounterSection,venom-crazed:2,28.0986,0.8,False,
white-hot,white-hot,white-hot,,white-hot,white-hot,compound,white-hot,,white-hot,corruption_defilement_curse,,extremely hot,,hot;scorching;blazing,cold;chilly,,2,2,1,ItemSparse,white-hot:2,28.0986,0.9,False,
wood-boring,wood-bor,wood-boring,,wood-bor,wood-bor,compound,wood-boring,,wood-boring,corruption_defilement_curse,,causing damage to wood,,damage;harm;destruction,preservation;protection,,2,2,1,ItemSparse,wood-boring:2,28.0986,0.7,True,low_confidence
x-treme,x-treme,x-treme,,x-treme,x-treme,compound,x-treme,,x-treme,corruption_defilement_curse,,extreme or excessive,,extreme;excessive;intense,mild;moderate,,2,2,1,JournalEncounterSection,x-treme:2,28.0986,0.6,True,low_confidence
acrid-smelling,acrid-smell,acrid-smelling,,acrid-smell,acrid-smell,compound,acrid-smelling,,acrid-smelling,corruption_defilement_curse,,"having a strong, unpleasant smell",,smell;strong;unpleasant,,,1,1,1,ItemSparse,acrid-smelling:1,27.6931,0.8,False,
angry-sounding,angry-sound,angry-sounding,,angry-sound,angry-sound,compound,angry-sounding,,angry-sounding,corruption_defilement_curse,,having a loud and unpleasant sound,,,,,1,1,1,ItemSparse,angry-sounding:1,27.6931,0.8,False,
anti-mana,anti-mana,anti-mana,,anti-mana,anti-mana,compound,anti-mana,,anti-mana,corruption_defilement_curse,,relating to the opposite of mana or magical energy,,,,,1,1,1,JournalEncounterSection,anti-mana:1,27.6931,0.9,False,
bile-soaked,bile-soak,bile-soaked,,bile-soak,bile-soak,compound,bile-soaked,,bile-soaked,corruption_defilement_curse,,covered in or affected by bile,,,,,1,1,1,JournalEncounterSection,bile-soaked:1,27.6931,0.6,True,low_confidence
blood-branded,blood-brand,blood-branded,,blood-brand,blood-brand,compound,blood-branded,,blood-branded,corruption_defilement_curse,,marked or identified as being related to blood or the undead,,,,,1,1,1,JournalEncounterSection,blood-branded:1,27.6931,0.7,True,low_confidence
blood-fanged,blood-fang,blood-fanged,,blood-fang,blood-fang,compound,blood-fanged,,blood-fanged,corruption_defilement_curse,,having fangs or being related to blood or the undead,,,,,1,1,1,ItemNameDescription,blood-fanged:1,27.6931,0.6,True,low_confidence
blood-fueled,blood-fuel,blood-fueled,,blood-fuel,blood-fuel,compound,blood-fueled,,blood-fueled,corruption_defilement_curse,,powered or energized by blood or the undead,,,,,1,1,1,JournalEncounterSection,blood-fueled:1,27.6931,0.7,True,low_confidence
blood-prince,blood-prince,blood-prince,,blood-prince,blood-prince,compound,blood-prince,,blood-prince,corruption_defilement_curse,,a prince or ruler related to blood or the undead,,,,,1,1,1,ItemSparse,blood-prince:1,27.6931,0.8,False,
blood-queen,blood-queen,blood-queen,,blood-queen,blood-queen,compound,blood-queen,,blood-queen,corruption_defilement_curse,,a queen or ruler related to blood or the undead,,,,,1,1,1,JournalEncounter,blood-queen:1,27.6931,0.9,False,
bug-like,bug-like,bug-like,,bug-like,bug-like,compound,bug-like,,bug-like,corruption_defilement_curse,,resembling a bug or insect,,insect;creepy-crawly,beautiful;lovely,,1,1,1,ItemSparse,bug-like:1,27.6931,0.7,True,low_confidence
build-up,build-up,build-up,,build-up,build-up,compound,build-up,,build-up,corruption_defilement_curse,,a gradual increase or accumulation of something,,increase;accumulation,decrease;decline,,1,1,1,JournalEncounterSection,build-up:1,27.6931,0.9,False,
