word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
surround,surround,surround,,surround,surround,lemma_group,surrounding;surrounds;surrounded;surround,surrounding;surrounds;surrounded,,death_undead_crypt;travel_places;war_conflict,,located or situated around something else,,World of Warcraft;besieged;contains;encircled;encircles;encompasses;hemmed in;sides;someone;something,disconnected;isolated;separated,,122,122,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,surrounding:57;surrounds:32;surrounded:22;surround:11,12.0604,0.8,False,
trust,trust,trust,,trust,trust,lemma_group,trust;trusted,trusted,,emotion_morality;family_relationships,,relied upon or believed in,,confidence;faith;someone,distrust;mistrust,,122,118,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,trust:90;trusted:32,11.4965,0.9,False,
competitor,competitor,competitor,,competitor,competitor,lemma_group,competitor,,,war_conflict,,a person or entity that competes with another,,adversary;opponent;rival,ally;friend;partner,,121,121,1,ItemSparse,competitor:121,6.804,0.9,False,
barrage,barrage,barrage,,barrage,barrage,lemma_group,barrage,,,war_conflict,,a concentrated or intense attack,,assault;attack;onslaught,defense;protection;shielding,,120,108,1,JournalEncounterSection,barrage:120,6.7958,0.9,False,
bomb,bomb,bomb,,bomb,bomb,lemma_group,bombs,bombs,,war_conflict,,explosive devices used in warfare or conflict,,device;explosive;weapon,,,120,91,3,BroadcastText;ItemSparse;JournalEncounterSection,bombs:120,10.7958,0.9,False,
depth,depth,depth,,depth,depth,lemma_group,depths;depth,depths,,ancient_ruins_memory;death_mourning,,a place or situation that is far down or below the surface,,below;deep;place;positive;profound;situation,above;shallow;superficial;surface,,120,118,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,depths:109;depth:11,12.7005,0.9,False,
drink,drink,drink,,drink,drink,lemma_group,drink;drinking;drinks,drinking;drinks,,trade_crafting,,to consume a liquid,,alcohol;consume;imbibe;juice;liquid;water,,,120,116,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,drink:80;drinking:24;drinks:16,12.3944,0.5,True,low_confidence
energy,energy,energy,,energy,energy,lemma_group,energies,energies,,elements_primalists,,a state of being or power that is not physical,,being;power;state,material;physical,,120,117,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,energies:120,12.7958,0.7,True,low_confidence
going,going,going,,going,going,lemma_group,going,,,travel_places,,in the process of moving from one place to another,,another;moving;place,remaining;staying,,120,118,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,going:120,12.7958,0.6,True,low_confidence
root,root,root,,root,root,lemma_group,roots;root,roots,,light_holy;nature_druid_emerald,,origin or source of something,,beginning;source,,,120,110,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,roots:81;root:39,12.4067,0.8,False,
ship,ship,ship,,ship,ship,lemma_group,ship;ships,ships,,trade_crafting;travel_places,,a vessel for transporting people or goods,,boat;craft;vessel,dry land;land;terra firma,,120,109,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,ship:89;ships:31,12.4998,0.9,False,
wall,wall,wall,,wall,wall,lemma_group,wall;walls,walls,,forge_weapons_armor;trade_crafting,,a structure built to enclose or divide a space,,barrier;division;enclosure;obstacle;structure,freedom;openness,,120,107,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,wall:87;walls:33,14.4773,0.7,True,low_confidence
almost,almost,almost,,almost,almost,lemma_group,almost,,,emotion_morality,,very close to or nearly achieving something,,achieving;close;nearly,completely;entirely,,119,118,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,almost:119,12.7875,0.4,True,low_confidence
consume,consume,consume,,consume,consume,lemma_group,consume;consumes,consumes,,corruption_defilement_curse,,"to use up or destroy something, often in a destructive manner",,destroy;devour;devours;eats away at;use;wastes,conserves;preserves;protects,,119,114,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,consume:84;consumes:35,12.4427,0.9,False,
fractur,fractur,fractur,,fractur,fractur,lemma_group,fractured,fractured,,corruption_defilement_curse,,"broken or split, especially in a way that is considered incomplete or imperfect",,broken;shattered;split,complete;intact;whole,,119,115,3,BroadcastText;ItemSparse;JournalEncounterSection,fractured:119,40.7875,0.8,False,
troop,troop,troop,,troop,troop,lemma_group,troop;troops,troops,,war_conflict,,"a group of soldiers or warriors, often used to describe a military force or army",,army;force;legion,civilians;non-combatants;peacekeepers,,119,119,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,troop:77;troops:42,11.7612,0.8,False,
can't,can't,can't,,can't,can't,lemma_group,can't,,,emotion_morality,,cannot or is unable to do something,,cannot;impossible;unable,,,118,117,3,BroadcastText;ItemSparse;JournalEncounterSection,can't:118,10.7791,0.9,False,
decor,decor,decor,,decor,decor,lemma_group,decor,,,trade_crafting,,an item or object used for decoration or ornamentation,,decoration;item;ornamentation,plain;unadorned,,118,118,2,ItemNameDescription;ItemSparse,decor:118,8.7791,0.7,True,low_confidence
overwhelm,overwhelm,overwhelm,,overwhelm,overwhelm,lemma_group,overwhelming;overwhelm;overwhelmed,overwhelming;overwhelmed,,corruption_defilement_curse;war_conflict,,"extremely powerful or intense, often to the point of being unbearable",,conquer;dominated;intense;overcome;powerful;subjugate;subjugated,defeat;in control;mastered;vanquish;victorious,,118,115,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,overwhelming:74;overwhelm:22;overwhelmed:22,12.3175,0.6,True,low_confidence
releas,releas,releas,,releas,releas,lemma_group,released;releases;releasing,released;releases;releasing,,corruption_defilement_curse;magic_artifacts_runes;trade_crafting,,set free or let go,,blade;free;freedoms;liberates;liberation;presence;release;screams;unleashes,holds back;restrains,,118,118,3,ItemSparse;JournalEncounter;JournalEncounterSection,released:53;releases:49;releasing:16,9.989,0.7,True,low_confidence
roar,roar,roar,,roar,roar,lemma_group,roar;roars,roars,,nature_druid_emerald,,"a loud, deep sound made by an animal, especially a lion or other large cat",,cry;fierce;loud;noise;sound,quiet;silence;stillness,,118,113,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,roar:100;roars:18,12.6151,0.9,False,
slam,slam,slam,,slam,slam,lemma_group,slam,,,war_conflict,,a sudden or forceful impact,,collision;crash;impact,gentle;mild;soft,,118,113,1,JournalEncounterSection,slam:118,6.7791,0.9,False,
add,add,add,,add,add,lemma_group,add;adds;added,adds;added,,trade_crafting,,to increase the amount of something,,append;attach;augment;augments;enhances;increase;increases;put,decreases;detached;diminishes;removed,,117,115,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,add:83;adds:21;added:13,10.4308,0.3,True,low_confidence
erupt,erupt,erupt,,erupt,erupt,lemma_group,erupt;erupts,erupts,,corruption_defilement_curse;war_conflict,,"to burst forth or explode, often in a violent or destructive manner",,burst;destroy;explode;outbreak,calm;subside,,117,113,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,erupt:71;erupts:46,9.8501,0.8,False,
wild,wild,wild,,wild,wild,lemma_group,wild;wilds,wilds,,nature_druid_emerald,,not domesticated or cultivated,,fierce;hunting;natural;untamed,domesticated;tamed,,117,115,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,wild:97;wilds:20,14.585,0.8,False,
forth,forth,forth,,forth,forth,lemma_group,forth,,,travel_places,,in a forward or outward direction,,direction;forward;outward,backward;inward,,116,113,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,forth:116,12.7622,0.7,True,low_confidence
rift,rift,rift,,rift,rift,lemma_group,rift;rifts,rifts,,corruption_defilement_curse;void_old_gods_cosmic_horror,,"a long, narrow opening or division in a rock face or other surface",,chasm;cracks;division;fissures;opening;split,intact;unbroken,,116,105,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,rift:81;rifts:35,42.4067,0.1,True,low_confidence
season,season,season,,season,season,lemma_group,season;seasoned;seasons,seasoned;seasons,,forge_weapons_armor;nature_druid_emerald;travel_places,,a period of the year with a particular climate or weather pattern,,climate;culinary;epochs;eras;flavor;taste;time;times;weather,bland;evergreen;insipid;perennial;unseasoned;year-round,,116,113,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,season:99;seasoned:12;seasons:5,12.6052,0.8,False,
send,send,send,,send,send,lemma_group,send;sends;sending,sends;sending,,corruption_defilement_curse;trade_crafting;war_conflict,,to send or dispatch something,,cause;dispatch;move;transmit,receiving;retrieving,,116,115,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,send:48;sends:42;sending:26,11.8918,0.7,True,low_confidence
stun,stun,stun,,stun,stun,lemma_group,stuns;stun,stuns,,war_conflict,,"to strike or hit someone with a sudden, forceful blow",,blow;disable;disorient;hit;strike,,,116,112,2,ItemSparse;JournalEncounterSection,stuns:83;stun:33,7.5264,0.8,False,
support,support,support,,support,support,lemma_group,support,,,war_conflict,,to give help or assistance to someone or something,,assistance;help;someone;something,hinder;obstruct,,116,116,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,support:116,12.7622,0.6,True,low_confidence
symbol,symbol,symbol,,symbol,symbol,lemma_group,symbol;symbols,symbols,,magic_artifacts_runes,,a thing that represents an abstract idea or concept,,concept;represent;stand,,,116,116,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,symbol:73;symbols:43,12.3041,0.8,False,
tome,tome,tome,,tome,tome,lemma_group,tome;tomes,tomes,,magic_artifacts_runes,,"a book or collection of books, especially one on a particular subject",,book;collection;compendium;opus;volume,ephemera;oral;spoken;triviality;unwritten,,116,115,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,tome:90;tomes:26,40.5109,0.8,False,
warn,warn,warn,,warn,warn,lemma_group,warning;warn;warned,warning;warned,,emotion_morality;law_oath_crime,,a message or signal that something is about to happen,,alert;message;notice;notify;signal,disregarding;ignoring,,116,116,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,warning:88;warn:14;warned:14,12.4886,0.8,False,
draenor,draenor,draenor,,draenor,draenor,lemma_group,draenor,,,travel_places,,"a place or location, often used as a proper noun",,location;noun;place;proper,unknown;unspecified,,115,112,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,draenor:115,12.7536,0.4,True,low_confidence
dread,dread,dread,,dread,dread,lemma_group,dread,,,emotion_morality,,a feeling of fear or apprehension,,apprehension;fear,,,115,102,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,dread:115,44.7536,0.9,False,
warlord,warlord,warlord,,warlord,warlord,lemma_group,warlord;warlords,warlords,,nobility_titles_power,,a military leader or commander in a war,,commander;commanders;general;leader;leaders;military,gentle;meek;peaceful,,115,107,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,warlord:102;warlords:13,12.6347,0.9,False,
wind,wind,wind,,wind,wind,lemma_group,winds,winds,,travel_places,,air moving in a natural way,,air;breeze;gust,,,115,110,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,winds:115,14.7536,0.0,True,low_confidence
hear,hear,hear,,hear,hear,lemma_group,hear,,,magic_artifacts_runes,,"to perceive sound, especially with the ear",,,,,114,111,3,BroadcastText;ItemSparse;JournalEncounter,hear:114,10.7449,0.8,False,
memory,memory,memory,,memory,memory,lemma_group,memory;memories,memories,,ancient_ruins_memory,,the ability to remember or recall something from the past,,event;experience;recollection;remembrance,,,114,110,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,memory:69;memories:45,14.2485,0.9,False,
miss,miss,miss,,miss,miss,lemma_group,missing;miss;missed,missing;missed,,death_mourning;family_relationships,,"not present or accounted for, often in a way that is worrying or disturbing",,absent;fail;girl;lady;lose;lost;unaccounted for;young woman,achieved;caught;gentleman;master;sir;won,,114,114,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,missing:97;miss:9;missed:8,12.585,0.6,True,low_confidence
sound,sound,sound,,sound,sound,lemma_group,sound;sounds,sounds,,corruption_defilement_curse;magic_artifacts_runes,,a noise or vibration that can be heard,,echoes;noise;resounds;reverberates;rumble;vibration,is mute;is silent,,114,105,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,sound:92;sounds:22,12.5326,0.8,False,
azshara,azshara,azshara,,azshara,azshara,lemma_group,azshara,,,void_old_gods_cosmic_horror,,a powerful and evil queen in World of Warcraft lore,,evil;powerful;queen,good;just,,113,97,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,azshara:113,12.7362,0.8,False,
bind,bind,bind,,bind,bind,lemma_group,binding;bind;binds,binding;binds,,corruption_defilement_curse;family_relationships;law_oath_crime,,a magical or spiritual connection between two things,,connection;link;magic;restrain;restrict;spiritual;tie,,,113,107,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,binding:74;bind:24;binds:15,12.3175,0.8,False,
bound,bound,bound,,bound,bound,lemma_group,bound;bounds,bounds,,magic_artifacts_runes;nature_druid_emerald,,"restricted or limited in some way, especially by magic or a spell",,edges;limited;limits;restricted;something,,,113,113,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,bound:110;bounds:3,44.7095,0.7,True,low_confidence
emerald,emerald,emerald,,emerald,emerald,lemma_group,emerald,,,pandaria_mists_celestials,,a green gemstone or a place of great beauty,,beauty;gemstone;green,,,113,112,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,emerald:113,14.7362,0.9,False,
grand,grand,grand,,grand,grand,lemma_group,grand,,,nobility_titles_power,,"impressive or magnificent in size, quality, or extent",,great;impressive;magnificent,insignificant;small,,113,109,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,grand:113,12.7362,0.8,False,
i'll,i'll,i'll,,i'll,i'll,lemma_group,i'll,,,magic_artifacts_runes,,a contraction of 'I will',,,,,113,111,3,BroadcastText;ItemSparse;JournalEncounterSection,i'll:113,10.7362,0.5,True,low_confidence
legging,legging,legging,,legging,legging,lemma_group,leggings,leggings,,forge_weapons_armor,,a type of clothing or garment,,clothing;garment,,,113,113,1,ItemSparse,leggings:113,6.7362,0.8,False,
focus,focus,focus,,focus,focus,lemma_group,focused;focuses;focusing,focused;focuses;focusing,,light_holy;magic_artifacts_runes;trade_crafting,,concentrated or intent on a particular task,,attends;concentrate;concentrates;direct;directs,,,112,102,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,focused:58;focuses:30;focusing:24,12.0775,0.9,False,
really,really,really,,really,really,lemma_group,really,,,emotion_morality,,used to emphasize the truth or fact of something,,actually;indeed;truly,false;fictitious;untrue,,112,108,2,BroadcastText;ItemSparse,really:112,8.7274,0.8,False,
spell,spell,spell,,spell,spell,lemma_group,spells,spells,,magic_artifacts_runes,,magical incantations or charms,,charm;incantation;magic,mundane;non-magical,,112,107,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,spells:112,12.7274,0.9,False,
instead,instead,instead,,instead,instead,lemma_group,instead,,,ritual_religion,,in place of something else,,alternative;place;substitute,additionally;furthermore,,111,111,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,instead:111,12.7185,0.8,False,
leader,leader,leader,,leader,leader,lemma_group,leader;leaders,leaders,,family_relationships;nobility_titles_power,,a person who has authority or control over others,,captains;chief;chiefs;commander;commanders;head,followers;inferiors;subordinates,,111,109,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,leader:84;leaders:27,12.4427,0.9,False,
often,often,often,,often,often,lemma_group,often,,,travel_places,,happening or done frequently,,frequently;habitually;regularly,infrequently;rarely,,111,110,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,often:111,12.7185,0.9,False,
per,per,per,,per,per,lemma_group,per,,,magic_artifacts_runes,,a prefix meaning 'through' or 'by means of',,,,,111,103,3,ItemSparse;JournalEncounter;JournalEncounterSection,per:111,10.7185,0.5,True,low_confidence
prison,prison,prison,,prison,prison,lemma_group,prison;prisons,prisons,,death_mourning;death_undead_crypt,,"a place where people are kept in confinement, often as a punishment or for their own safety",,confinement;imprisonment;jails;place;punishment,freedom;liberty,,111,96,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,prison:97;prisons:14,12.585,0.7,True,low_confidence
remnant,remnant,remnant,,remnant,remnant,lemma_group,remnants;remnant,remnants,,death_mourning,,something that remains after something else has been destroyed or removed,,remainder;residue;vestige,complete;intact;whole,,111,107,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,remnants:61;remnant:50,12.1271,0.7,True,low_confidence
design,design,design,,design,design,lemma_group,design;designed;designs,designed;designs,,forge_weapons_armor;titan_order_machinery,,planned or created something,,construct;create;intention;plan,abolish;chaotic;demolish;destroy,,110,110,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,design:48;designed:48;designs:14,11.8918,0.7,True,low_confidence
mogu,mogu,mogu,,mogu,mogu,lemma_group,mogu,,,death_undead_crypt,,a powerful and ancient being in World of Warcraft lore,,ancient;being;powerful,weak;young,,110,103,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,mogu:110,12.7095,0.8,False,
restore,restore,restore,,restore,restore,lemma_group,restored;restore,restored,,ancient_ruins_memory;ritual_religion,,made or brought back to a former state of good condition,,Runecarver;memories;rebuild;repair;revive,,,110,109,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,restored:57;restore:53,42.0604,1.0,False,
vial,vial,vial,,vial,vial,lemma_group,vial,,,magic_artifacts_runes,,"a small container, especially one made of glass or ceramic, used for holding liquids",,,,,110,106,3,BroadcastText;ItemSparse;JournalEncounterSection,vial:110,10.7095,0.8,False,
doesn't,doesn't,doesn't,,doesn't,doesn't,lemma_group,doesn't,,,law_oath_crime,,does not or is not,,does not;is not;not,does;is,,109,109,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,doesn't:109,12.7005,0.8,False,
either,either,either,,either,either,lemma_group,either,,,family_relationships,,one of two things or options,,alternative;choice;option,both;neither,,109,107,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,either:109,12.7005,0.9,False,
forbidden,forbidden,forbidden,,forbidden,forbidden,lemma_group,forbidden,,,law_oath_crime,,not allowed or permitted,,interdicted;prohibited;taboo,,,109,108,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,forbidden:109,14.7005,0.6,True,low_confidence
alive,alive,alive,,alive,alive,lemma_group,alive,,,death_mourning,,having life or vitality,,life;living;vitality,dead;deceased,,108,107,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,alive:108,12.6913,0.8,False,
different,different,different,,different,different,lemma_group,different,,,emotion_morality,,unlike or dissimilar,,dissimilar;distinct;unlike,alike;same,,108,104,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,different:108,12.6913,0.8,False,
midnight,midnight,midnight,,midnight,midnight,lemma_group,midnight,,,travel_places,,"the middle of the night, at 12:00 AM",,hour;night;time,daylight;morning,,108,94,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,midnight:108,12.6913,0.9,False,
offer,offer,offer,,offer,offer,lemma_group,offer;offered;offering;offers,offered;offering;offers,,law_oath_crime;magic_artifacts_runes;ritual_religion;trade_crafting,,a gift or sacrifice made to a deity or as a sign of respect,,gift;give;present;provide;sacrifice;supply;tribute,deny;refuse;withhold,,108,108,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,offer:41;offered:28;offering:20;offers:19,39.0445,0.8,False,
reduce,reduce,reduce,,reduce,reduce,lemma_group,reduce,,,forge_weapons_armor,,to make something smaller or less in amount,,decrease;less;smaller,expand;increase,,108,101,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,reduce:108,12.6913,0.8,False,
unit,unit,unit,,unit,unit,lemma_group,unit;units;united;uniting,units;united;uniting,,death_undead_crypt;nobility_titles_power;war_conflict,,a group of people or things that are together and work as one,,alliance;combined;ghoul;group;merged;merger;organization;skeleton;team;unified;union;zombie,alone;breathing;divided;dividing;fragmented;individual;living;separate;separated;separating;splitting,,108,99,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,unit:51;units:39;united:15;uniting:3,11.9512,0.8,False,
bear,bear,bear,,bear,bear,lemma_group,bears,bears,,death_undead_crypt,,"carries or holds something, especially a burden",,carry;hold;support,abandons;deserts;neglects,,107,107,3,BroadcastText;ItemSparse;JournalEncounter,bears:107,10.6821,0.7,True,low_confidence
brother,brother,brother,,brother,brother,lemma_group,brother;brothers,brothers,,family_relationships,,a male sibling or relative,,kin;male;people;relative;relatives;sibling,,,107,103,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,brother:76;brothers:31,12.3438,0.3,True,low_confidence
entire,entire,entire,,entire,entire,lemma_group,entire,,,family_relationships,,"complete or whole, including every part",,complete;total;whole,incomplete;partial,,107,105,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,entire:107,12.6821,0.9,False,
hero,hero,hero,,hero,hero,lemma_group,hero,,,war_conflict,,"a person who is admired or respected for their courage, strength, or achievements",,achievement;courage;strength,enemy;villain,,107,107,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,hero:107,12.6821,0.8,False,
sear,sear,sear,,sear,sear,lemma_group,searing,searing,,corruption_defilement_curse,,causing intense heat or pain,,blazing;fiery;scorching,chilling;cooling;soothing,,107,103,3,ItemSparse;JournalEncounter;JournalEncounterSection,searing:107,40.6821,0.8,False,
swirl,swirl,swirl,,swirl,swirl,lemma_group,swirling;swirl;swirls,swirling;swirls,,corruption_defilement_curse;nature_druid_emerald;void_old_gods_cosmic_horror,,"moving in a circular motion, often causing harm or destruction",,destruction;harm;move;rotate,healing,,107,102,3,ItemSparse;JournalEncounter;JournalEncounterSection,swirling:58;swirl:26;swirls:23,8.0775,0.7,True,low_confidence
beast,beast,beast,,beast,beast,lemma_group,beast,,,death_mourning,,a wild or ferocious animal,,animal;creature;monster,,,106,101,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,beast:106,14.6728,0.4,True,low_confidence
empire,empire,empire,,empire,empire,lemma_group,empire,,,nobility_titles_power,,a large and powerful state or organization,,organization;realm;state,,,106,105,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,empire:106,14.6728,0.3,True,low_confidence
grow,grow,grow,,grow,grow,lemma_group,grows;growing,grows;growing,,corruption_defilement_curse;nature_druid_emerald,,to increase in size or amount,,expanding;gaining;increasing,declining;fading;shrinking,,106,106,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,grows:57;growing:49,12.0604,0.8,False,
land,land,land,,land,land,lemma_group,lands;landing,lands;landing,,corruption_defilement_curse;travel_places,,a large area of land or territory,,area;arrival;destruction;impact;territory,,,106,97,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,lands:90;landing:16,12.5109,0.7,True,low_confidence
shock,shock,shock,,shock,shock,lemma_group,shock;shocking,shocking,,emotion_morality;forge_weapons_armor,,"a sudden or intense feeling of surprise, fear, or distress",,World of Warcraft;intense;sudden;surprise;surprising;unexpected,,,106,96,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,shock:95;shocking:11,12.5643,0.9,False,
soon,soon,soon,,soon,soon,lemma_group,soon,,,travel_places,,happening or coming quickly,,quickly;rapidly;swiftly,delayed;late;prolonged,,106,106,3,BroadcastText;ItemSparse;JournalEncounter,soon:106,10.6728,0.6,True,low_confidence
you've,you've,you've,,you've,you've,lemma_group,you've,,,emotion_morality,,"a contraction of the phrase 'you have', used to indicate possession or ownership",,have;own;possess,absence;lack,,106,103,2,BroadcastText;ItemSparse,you've:106,8.6728,0.7,True,low_confidence
accompany,accompany,accompany,,accompany,accompany,lemma_group,accompany;accompanied,accompanied,,family_relationships;light_holy,,to go or be with someone as they do something,,be;followed;go;together;with,,,105,105,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,accompany:90;accompanied:15,12.5109,0.8,False,
crest,crest,crest,,crest,crest,lemma_group,crests;crest,crests,,forge_weapons_armor;light_holy,,symbol of honor or pride,,badge;emblem;highest;prominent;shield;something,,,105,105,2,BroadcastText;ItemSparse,crests:67;crest:38,7.6636,0.8,False,
grasp,grasp,grasp,,grasp,grasp,lemma_group,grasp;grasping,grasping,,corruption_defilement_curse,,to hold or take something firmly,,desire;hold;impulse;instinct;take,moderation;restraint;self-control,,105,103,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,grasp:77;grasping:28,12.3567,0.7,True,low_confidence
hunger,hunger,hunger,,hunger,hunger,lemma_group,hunger;hungering;hungers,hungering;hungers,,corruption_defilement_curse,,a strong desire to eat or drink,,appetite;causing;craving;desire;feeling;thirst,content;full;sated,,105,103,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,hunger:63;hungering:34;hungers:8,14.1589,0.2,True,low_confidence
radiant,radiant,radiant,,radiant,radiant,lemma_group,radiant,,,holy / hallow / hallowed / sacred / consecrated,,"shining or glowing with light, especially a divine or magical light",,glowing;shining,,,105,99,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,radiant:105,44.6634,0.6,True,low_confidence
believe,believe,believe,,believe,believe,lemma_group,believe;believes,believes,,emotion_morality;light_holy,,to have faith or confidence in something,,confidence;faith;someone;trust,doubt,,104,104,3,BroadcastText;ItemSparse;JournalEncounter,believe:87;believes:17,10.4773,0.8,False,
fire,fire,fire,,fire,fire,lemma_group,fires,fires,,corruption_defilement_curse,,burning or on fire,,blaze;flames;inferno,douse;extinguish;snuff,,104,102,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,fires:104,12.654,0.8,False,
garrosh,garrosh,garrosh,,garrosh,garrosh,lemma_group,garrosh,,,dark_profane,,a powerful and aggressive orc leader,,commander;general;warlord,gentle;meek;peaceful,,104,79,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,garrosh:104,12.654,0.9,False,
protection,protection,protection,,protection,protection,lemma_group,protection,,,light_holy,,defending or safeguarding something,,guard;safeguard;shield,damage;harm;injury,,104,101,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,protection:104,12.654,0.9,False,
put,put,put,,put,put,lemma_group,put;puts,puts,,light_holy;trade_crafting,,to place or position something in a particular location,,place;position;set,remove;take away,,104,103,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,put:87;puts:17,12.4773,0.8,False,
report,report,report,,report,report,lemma_group,report;reports,reports,,trade_crafting,,a written or spoken account of something,,account;activities;events;something;verbal;written,,,104,104,3,BroadcastText;ItemSparse;JournalEncounter,report:86;reports:18,8.9444,0.0,True,low_confidence
adventurer,adventurer,adventurer,,adventurer,adventurer,lemma_group,adventurer;adventurers,adventurers,,war_conflict,,a person who travels or explores new places,,explore;explorers;pioneers;travel;travelers,colonists;homesteaders;settlers,,103,103,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,adventurer:76;adventurers:27,12.3438,0.4,True,low_confidence
crimson,crimson,crimson,,crimson,crimson,lemma_group,crimson,,,corruption_defilement_curse,,a deep red color,,red;ruby;scarlet,black;gray;white,,103,101,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,crimson:103,12.6444,0.8,False,
